name,field,subcategory,mbti
John McLuaghlin,Music,Jazz & Blues,ENFP
John Mellencamp,Music,Classic Rock,ENTJ
John Myung,Music,Hard Rock & Heavy Metal,ISTP
John Newman,Music,Pop & Contemporary,ISFP
John O'Callaghan (The Maine),Music,Rock,ISTP
John Oates,Music,Classic Pop & Contemporary,ENFJ
John Park,Music,"Asia, Musicians",ENTP
John Paul Jones,Music,Classic Rock,INTP
John Petrucci,Music,Hard Rock & Heavy Metal,INTP
John Phillips,Music,Classic Rock,ESTP
John Powell,Music,Movie Composers,INTP
John Prine,Music,Country & Folk,ISFJ
John Reid,Music,Music Managers,ESTJ
John Rzeznik,Music,Rock,INFJ
John Sebastian,Music,Rock,INFP
John Squire,Music,"Alternative, Grunge, Punk, & New Wave",INTJ
John Taylor,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
John Ulhoa,Music,"Brazil, Musicians",ISTP
John Wetton,Music,Hard Rock & Heavy Metal,INFP
John Williams,Music,Movie Composers,INFJ
John Zorn,Music,Jazz & Blues,INTP
JOHNNASCUS,Music,"Hip Hop, Rap, Soul & R&B",INTP
"Johnny ""Hammond"" Smith",Music,Jazz & Blues,ENFJ
Johnny 3 Tears,Music,Hard Rock & Heavy Metal,INFP
Johnny Alf,Music,"Brazil, Musicians",ISTP
Johnny Cash,Music,Country & Folk,ISTP
Johnny Christ,Music,Hard Rock & Heavy Metal,ESFP
Johnny Diggson,Music,"European, Musicians",ENTP
Johnny Echols,Music,Classic Rock,ISFP
Johnny Flynn,Music,"Alternative, Grunge, Punk, & New Wave",ISTP
Johnny Gioeli,Music,Hard Rock & Heavy Metal,ISFP
Johnny Goth,Music,Indie and Other,ISFP
Johnny Hallyday,Music,"European, Musicians",ISTP
Johnny Hooker,Music,"Brazil, Musicians",ISFP
Johnny Kelly,Music,Hard Rock & Heavy Metal,ESFJ
Johnny Logan,Music,Pop & Contemporary,ISFP
Johnny Marr,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Johnny Mathis,Music,Classic Pop & Contemporary,INFP
Johnny Orlando,Music,Pop & Contemporary,INFJ
Johnny Ramone,Music,"Alternative, Grunge, Punk, & New Wave",ESTJ
Johnny Rebel,Music,Country & Folk,ESTJ
Johnny Stevens,Music,Rock,ESFP
Johnny Thunders,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Johnny Van Zant,Music,Rock,ESFJ
Johnny Venus,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Johnny Winter,Music,Classic Rock,ISFP
Joichiro Fujiwara,Music,"Asia, Musicians",ESTP
Jojo Mayer,Music,"European, Musicians",INTP
Jojo Todynho,Music,"Brazil, Musicians",ESFP
Joker (Mete Erpek),Music,"European, Musicians",ISTP
Jolin Tsai,Music,"Asia, Musicians",ISFP
Jon Anderson,Music,Rock,ENFP
Jon Batiste,Music,Jazz & Blues,ENFP
Jon Bellion,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Jon Bon Jovi,Music,Hard Rock & Heavy Metal,ESFJ
Jon Brion,Music,Movie Composers,INFP
Jon Foreman,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Jon Gooch (Feed Me/Spor),Music,Electronic and Experimental,INFP
Jon Knight,Music,Pop & Contemporary,ISFP
Jon Lord,Music,Classic Rock,ISFJ
Jon Mess,Music,Rock,INTP
Jon Nödtveidt,Music,"European, Musicians",INFJ
Jon Schaffer,Music,Hard Rock & Heavy Metal,ISTP
Jon Walker,Music,Rock,ISTP
Jon Z,Music,"Latin American, Musicians",ISFP
Jonah Marais,Music,Pop & Contemporary,ISFP
Jonas Blue,Music,Music Producers & Engineers,ISFP
Jonas Lars Bergqvist,Music,"European, Musicians",INFJ
Jonas Renkse,Music,"European, Musicians",INFP
Jonas Sá,Music,"Brazil, Musicians",ENFP
Jonatan Leandoer (Yung Lean),Music,"European, Musicians",ISFP
Jonathan Bree,Music,Indie and Other,INTJ
Jonathan Davis,Music,Hard Rock & Heavy Metal,INFP
Jonathan Donahue,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Jonathan Higgs,Music,Indie and Other,ENTP
Jonathan Larson,Music,Musical Theater,ENFP
Jonathan Richman,Music,Rock,INFP
Jonathon Ng (EDEN),Music,Indie and Other,INTP
Joni Mitchell,Music,Classic Rock,INFP
Jonida Maliqi,Music,"European, Musicians",ESTJ
Jonn Serrie,Music,Electronic and Experimental,INFJ
Jonna Lee (ionnalee),Music,"European, Musicians",INFJ
Jonne Aaron,Music,"European, Musicians",ISFP
Jonny Craig,Music,Rock,ESFP
Jonny Greenwood,Music,"Alternative, Grunge, Punk, & New Wave",INTP
Jonny Hawkins,Music,Hard Rock & Heavy Metal,ENTP
Jonny Pierce,Music,Indie and Other,ISFP
Jónsi,Music,"European, Musicians",ISFP
Jony,Music,"European, Musicians",INFP
Joonas Porko,Music,"European, Musicians",ENFP
Joost Klein,Music,"European, Musicians",ENFP
Jordan Buckley,Music,Hard Rock & Heavy Metal,ESFP
Jordan Dreyer,Music,"Alternative, Grunge, Punk, & New Wave",INFJ
Jordan Dreyer,Music,Rock,INFJ
Jordan Fisher,Music,Pop & Contemporary,ENFJ
Jordan Knight,Music,Pop & Contemporary,ESFP
Jordan Pundik,Music,"Alternative, Grunge, Punk, & New Wave",ESFP
Jordan Rakei,Music,Indie and Other,INTJ
Jordan Rudess,Music,Hard Rock & Heavy Metal,ENFP
Jordan Witzigreuter (The Ready Set),Music,Rock,ISFP
JORDANN (jordannsbadhabit),Music,Indie and Other,INFP
Jordin Sparks,Music,Pop & Contemporary,ENFJ
Jordon Alexander (Mall Grab),Music,Electronic and Experimental,ENFP
Jorge Aragão,Music,"Brazil, Musicians",ENFJ
Jorge Ben Jor,Music,"Brazil, Musicians",INFJ
Jorge Blanco,Music,"Latin American, Musicians",ENFP
Jorge Drexler,Music,"Latin American, Musicians",INTP
Jorge dü Peixe,Music,"Brazil, Musicians",ISTJ
"Jorge Escorial ""Recycled J""",Music,"European, Musicians",ESFJ
Jorge González,Music,"Latin American, Musicians",ENTP
Jorge Ilegal,Music,"European, Musicians",ENTJ
Jorge Mautner,Music,"Brazil, Musicians",INFJ
Jorge Negrete,Music,"Latin American, Musicians",ENTJ
Jorge Vercillo,Music,"Brazil, Musicians",INFP
Jorja Smith,Music,Pop & Contemporary,ISFP
Jos Canela,Music,"Latin American, Musicians",ESFP
"José Alberto ""Tanguito"" Iglesias",Music,"Latin American, Musicians",ENFP
José Augusto,Music,"Brazil, Musicians",INFP
José Feliciano,Music,"Latin American, Musicians",ISFP
José González,Music,"European, Musicians",INFP
José José,Music,"Latin American, Musicians",ISFJ
José Luis Perales,Music,"European, Musicians",INFP
José Madero,Music,"Latin American, Musicians",INTJ
José Miguel Conejo Torres (Leiva),Music,"European, Musicians",INFP
José Oliveira,Music,"Brazil, Musicians",ESFJ
Jósean Log,Music,"Latin American, Musicians",ISFP
"Joseph Bologne, Chevalier de Saint-Georges",Music,Classical,ISTP
Joseph Bruce (Violent J),Music,"Hip Hop, Rap, Soul & R&B",ESTP
Joseph Haydn,Music,Classical,ESFJ
Joseph Mount,Music,Electronic and Experimental,INFP
Joseph Stanley Williams,Music,Rock,ESFJ
Joseph Utsler (Shaggy 2 Dope),Music,"Hip Hop, Rap, Soul & R&B",ISTP
Joseph William,Music,"European, Musicians",INFJ
Josh (SB19),Music,"Asia, Musicians",ESFP
Josh Beauchamp (Now United),Music,Pop & Contemporary,ESFP
Josh Dun,Music,Pop & Contemporary,ISFP
Josh Farro,Music,Rock,ISFJ
Josh Garrels,Music,Country & Folk,INFP
Josh Groban,Music,Pop & Contemporary,INFJ
Josh Homme,Music,Hard Rock & Heavy Metal,ISTP
Josh Katz,Music,Rock,INFP
Josh King,Music,"Alternative, Grunge, Punk, & New Wave",INTJ
Josh Kiszka,Music,Hard Rock & Heavy Metal,ENFP
Josh Klinghoffer,Music,"Alternative, Grunge, Punk, & New Wave",INTP
Josh Mayer (Ooah / The Glitch Mob / Pantyraid),Music,Electronic and Experimental,ISFP
Josh Ramsay,Music,Rock,ENFP
Josh Silver,Music,Hard Rock & Heavy Metal,INTJ
Josh Taylor,Music,Indie and Other,INFP
Josh Tillman (Father John Misty),Music,Indie and Other,ENTP
Joshua Kyan Aalampour,Music,Classical,ENFP
Joshua Taylor,Music,Indie and Other,INFP
Josiah,Music,Indie and Other,ENTP
Josje Huisman,Music,"European, Musicians",ISFP
Josman,Music,"European, Musicians",ISFP
Josquin Des Prez,Music,Classical,INTJ
Joss Favela,Music,"Latin American, Musicians",ISFP
Jovani Vázquez,Music,"Latin American, Musicians",ENFP
Jovanotti,Music,"European, Musicians",ENFP
Joy Crookes,Music,"Hip Hop, Rap, Soul & R&B",ESFJ
Joy Huerta,Music,"Latin American, Musicians",INFP
Joyner Lucas,Music,"Hip Hop, Rap, Soul & R&B",ENTP
"Jørn ""Necrobutcher"" Stubberud",Music,"European, Musicians",ISFP
JP Leppäluoto,Music,Hard Rock & Heavy Metal,ENFP
JP Saxe,Music,Pop & Contemporary,ISFP
JPEGMAFIA,Music,"Hip Hop, Rap, Soul & R&B",ENFP
JPRO,Music,"Hip Hop, Rap, Soul & R&B",ENFJ
JS Clayden,Music,Hard Rock & Heavy Metal,ISTP
JT (City Girls),Music,"Hip Hop, Rap, Soul & R&B",ESTP
Juan Gabriel,Music,"Latin American, Musicians",ISFP
Juan Karlos Labajo,Music,"Asia, Musicians",ENTP
Juan Luis Guerra,Music,"Latin American, Musicians",ISFJ
Juan Pablo Isaza,Music,"Latin American, Musicians",ENFP
Juan Pablo Villamil,Music,"Latin American, Musicians",INFJ
Juan Son,Music,"Latin American, Musicians",ENFP
Juan Wauters,Music,"Latin American, Musicians",INFP
Juana Molina,Music,"Latin American, Musicians",INTP
Juanes,Music,"Latin American, Musicians",ENFJ
"Juanma ""Eskorbuto"" Suárez",Music,"European, Musicians",ESTP
Juca Chaves,Music,"Brazil, Musicians",ENTP
Judee Sill,Music,Country & Folk,INFP
Judith Wessendorf (Juju),Music,"European, Musicians",ISFP
Juice Newton,Music,Country & Folk,ENFP
Juice Wrld,Music,"Hip Hop, Rap, Soul & R&B",INFP
Juicy J,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Jukka Pelkonen,Music,"European, Musicians",INFJ
Jul,Music,"European, Musicians",ISFJ
Julee Cruise,Music,Electronic and Experimental,INFP
"Jules ""Jwles"" Abecassis",Music,"Hip Hop, Rap, Soul & R&B",INFP
Jules Massenet,Music,Classical,ENFJ
Julia Holter,Music,Electronic and Experimental,INFP
Julia Jacklin,Music,Indie and Other,INFP
Julia Medina,Music,"European, Musicians",ISFP
Julia Michaels,Music,Pop & Contemporary,INFP
Julia Sanina,Music,"European, Musicians",INFJ
Julia Volkova,Music,"European, Musicians",ESFP
Julian Carmona Laursen/Carmon,Music,"European, Musicians",ESTP
Julian Casablancas,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Julian Cianciolo,Music,Indie and Other,ESTP
Julian Comeau,Music,Hard Rock & Heavy Metal,ISFP
Julian Jacob,Music,"Asia, Musicians",ESFP
Julian Lennon,Music,Rock,INFP
Julian Polina,Music,"European, Musicians",ISFP
Julian Syahputra,Music,"Asia, Musicians",INTP
Juliana Caetano (Bonde do Forró),Music,"Brazil, Musicians",ESTP
Juliana Gattas,Music,"Latin American, Musicians",ESFJ
Juliana Hatfield,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Julianna Barwick,Music,Electronic and Experimental,INFP
Julie Christmas,Music,Hard Rock & Heavy Metal,INTJ
Julie Fowlis,Music,Country & Folk,ISFJ
Julie London,Music,Classic Rock,ISFP
Julien Baker,Music,Indie and Other,INFP
Julien Granel,Music,"European, Musicians",ENFP
Juliet Simms,Music,Rock,ENFP
Julieta Venegas,Music,"Latin American, Musicians",ISFP
Julinho da Adelaide,Music,Animated/Fictional Musicians,ISTP
Júlio Barroso,Music,"Brazil, Musicians",ENTP
Julio Iglesias,Music,"European, Musicians",INFJ
Julio Jaramillo,Music,"Latin American, Musicians",ESFP
Júlio Rasec,Music,"Brazil, Musicians",INFP
Julio Sosa,Music,"Latin American, Musicians",INFP
Jun Ishikawa,Music,"Asia, Musicians",INTP
Jun Matsumoto,Music,"Asia, Musicians",ENTJ
Jun Seba (Nujabes),Music,"Asia, Musicians",INFP
Jun Senoue,Music,"Asia, Musicians",ISFP
Jun Togawa,Music,"Asia, Musicians",ENFP
June Carter-Cash,Music,Country & Folk,ENFJ
Jung Yong Hwa,Music,"Asia, Musicians",INTP
Junior H,Music,"Latin American, Musicians",ISFP
Junior Lima,Music,"Brazil, Musicians",ISFP
Junkie XL,Music,Movie Composers,ENTJ
Junna Ito,Music,"Asia, Musicians",ESTP
Junnosuke Taguchi,Music,"Asia, Musicians",ESFP
Junta Nakama,Music,"Asia, Musicians",ESTJ
Juntaro Yamanouchi,Music,Electronic and Experimental,INTP
Júpiter Maçã (Flávio Basso),Music,"Brazil, Musicians",ENTP
Juri Tanaka,Music,"Asia, Musicians",ESTJ
Jurina Matsui,Music,"Asia, Musicians",ESTJ
Jus Oborn,Music,Hard Rock & Heavy Metal,INTP
Justin,Music,Animated/Fictional Musicians,ENFJ
Justin (Huang Minghao),Music,"Asia, Musicians",ESTP
Justin (SB19),Music,"Asia, Musicians",ENFP
Justin Bieber,Music,Pop & Contemporary,ESFP
Justin Bonitz,Music,Hard Rock & Heavy Metal,ENTP
Justin Boreta (The Glitch Mob),Music,Electronic and Experimental,ISFP
Justin Broadrick,Music,Electronic and Experimental,INTJ
Justin Chancellor,Music,Hard Rock & Heavy Metal,ISTP
Justin Courtney Pierre,Music,Rock,INFJ
Justin Hawkins,Music,Hard Rock & Heavy Metal,ENFP
Justin Hayward,Music,Classic Rock,INFP
Justin Hayward-Young,Music,Indie and Other,ISFP
Justin Hurwitz,Music,Movie Composers,ISFP
Justin Lee Schultz,Music,Jazz & Blues,ESFP
Justin Timberlake,Music,Pop & Contemporary,ISFP
Justin Vernon,Music,Indie and Other,INFP
Justina Valentine,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Justine Frischmann,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Justine Skye,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Justyna Steczkowska,Music,"European, Musicians",ISTJ
Jutty Taylor,Music,Indie and Other,ENTP
Juvenile,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Jvcki Wai,Music,"Asia, Musicians",INTP
K,Music,"Asia, Musicians",INFP
K Lu,Music,"Asia, Musicians",ISFP
K-391,Music,"European, Musicians",INFJ
K-V-Zon (Pablo Ilabaca),Music,"Latin American, Musicians",ENFP
K. K. Downing,Music,Hard Rock & Heavy Metal,ESTP
K. Michelle,Music,"Hip Hop, Rap, Soul & R&B",ESFJ
K.A.A.N,Music,"Hip Hop, Rap, Soul & R&B",INTP
K.D. Lang,Music,Country & Folk,ENFP
K.Flay,Music,"Hip Hop, Rap, Soul & R&B",ENTP
K''st (Köst) (Yusuf Yıldırım),Music,"European, Musicians",INTP
K'Naan,Music,"Africa, Musicians",ENFJ
K4GOTHETASTE,Music,"Latin American, Musicians",ENTP
Ka,Music,"Hip Hop, Rap, Soul & R&B",INFJ
Kaan Boşnak,Music,"European, Musicians",INFP
Kaan Bostan (GitaristTv),Music,"European, Musicians",ESFJ
Kaan Tangöze,Music,"Turkish, Musicians",INFP
Käärijä,Music,"European, Musicians",ENTP
Kaaris,Music,"European, Musicians",ENFP
Kacey Musgraves,Music,Country & Folk,ISFP
Kacy Hill,Music,Pop & Contemporary,INFP
Kadim Al Sahir,Music,"Asia, Musicians",ESFJ
Kae Tempest,Music,Indie and Other,INFJ
Kaga Kaede (Morning Musume),Music,"Asia, Musicians",ISTP
Kahraman Deniz,Music,"Turkish, Musicians",INFP
Kai,Music,"Asia, Musicians",ENFJ
Kaikhosru Sorabji,Music,Classical,INTP
Kailee Morgue,Music,Indie and Other,INFP
Kaimook Warattaya Deesomlert,Music,"Asia, Musicians",INFP
Kairat Nurtas,Music,"Asia, Musicians",ISFP
Kairiki bear,Music,"Asia, Musicians",INTP
Kaitlyn Lam,Music,"Asia, Musicians",ENFP
Kaito Takahashi,Music,"Asia, Musicians",ENFP
Kaizo Slumber,Music,Electronic and Experimental,INTP
Kaki King,Music,Rock,ISTP
Kalash Criminel,Music,"European, Musicians",ENFP
Kalben,Music,"Turkish, Musicians",ENFP
Kali,Music,"European, Musicians",ISTP
Kali Uchis,Music,"Latin American, Musicians",ISFP
Kaliné (Ka-Lee-Nay),Music,"Africa, Musicians",ENFP
Kalli,Music,"Brazil, Musicians",ISTP
Kamasi Washington,Music,Jazz & Blues,INFJ
Kamau,Music,"Brazil, Musicians",INFJ
Kamelen,Music,"European, Musicians",ESTP
Kamikokuryo Moe,Music,"Asia, Musicians",INFJ
Kamil Bednarek,Music,"European, Musicians",ESFP
Kamiya Kenta,Music,"Asia, Musicians",INFP
Kamyar,Music,"Asia, Musicians",ENFP
Kana Nishino,Music,"Asia, Musicians",ESFP
Kanasashi Issei (Bishounen),Music,"Asia, Musicians",ISFP
Kanazawa Tomoko,Music,"Asia, Musicians",ISTJ
Kane Brown,Music,Country & Folk,ENFP
Kane Strang,Music,Indie and Other,ISFP
Kannika Adulyadej,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Kano,Music,"Hip Hop, Rap, Soul & R&B",INFJ
Kano Fujihira (KANO),Music,"Asia, Musicians",ENFP
Kanoguti,Music,"Asia, Musicians",INTP
KANON (Atarashii Gakko!),Music,"Asia, Musicians",ISFJ
Kanon Suzuki (Morning Musume),Music,"Asia, Musicians",ESFP
Kanove (Ali Baran Tuyur),Music,"Turkish, Musicians",ISFP
Kant,Music,"Brazil, Musicians",ISFJ
Kany García,Music,"Latin American, Musicians",ENFJ
Kanye West,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Kanzaki Iori,Music,"Asia, Musicians",INFP
Kaori Iida (Morning Musume),Music,"Asia, Musicians",INFJ
Kaoru,Music,"Asia, Musicians",ISTJ
Kap G,Music,"Hip Hop, Rap, Soul & R&B",ISTP
Kara DioGuardi,Music,Pop & Contemporary,ENTJ
Karel Gott,Music,"European, Musicians",ENFP
Karel Kryl,Music,"European, Musicians",INFP
Karen Carpenter,Music,Pop & Contemporary,ISFJ
Karen Damen,Music,"European, Musicians",ESTP
Karen Homayounfar,Music,"Asia, Musicians",INFJ
Karen O,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Karin Dreijer,Music,"European, Musicians",INFJ
Karin Ito,Music,"Asia, Musicians",ESFJ
Karina Buhr,Music,"Brazil, Musicians",INTJ
Karina Istomina,Music,"European, Musicians",ENTP
Karina La Princesita,Music,"Latin American, Musicians",ESFJ
Karine Polwart,Music,Country & Folk,INFP
Karise Eden,Music,Pop & Contemporary,ISFP
Karl Jenkins,Music,Classical,ISFP
Karl Neudert,Music,"Latin American, Musicians",INFP
Karl Willetts,Music,Hard Rock & Heavy Metal,ENFP
Karlheinz Stockhausen,Music,Classical,INFJ
Karol Conká (BBB21),Music,"Brazil, Musicians",ESFP
Karol G,Music,"Latin American, Musicians",ESFP
Karol Kurpiński,Music,Classical,ENTJ
Karol Sevilla,Music,"Latin American, Musicians",ESTJ
Karry Wang,Music,"Asia, Musicians",ENTP
Karsh Kale,Music,Music Producers & Engineers,INFJ
kartky,Music,"European, Musicians",ENTP
Kärtsy Hatakka,Music,"European, Musicians",ENTP
KAS:ST,Music,Electronic and Experimental,ISFP
Kash Doll,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Kashiwagi Hinata (Shiritsu Ebisu Chuugaku),Music,"Asia, Musicians",ENFP
Kat Bjelland,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Kat DeLuna,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Katarzyna Nosowska,Music,"European, Musicians",INTP
Kate Bush,Music,Classic Pop & Contemporary,INFP
Kate Liu,Music,Classical,INFP
Kate Miller-Heidke,Music,Pop & Contemporary,ENFJ
Kate Nash,Music,Pop & Contemporary,ENFP
Kate Stephenson,Music,Indie and Other,ISFJ
Katelyn Tarver,Music,Pop & Contemporary,INFP
Kateryna Pavlenko,Music,"European, Musicians",INTJ
Katherine Cimorelli,Music,Pop & Contemporary,ENFP
Katherine Jenkins,Music,"European, Musicians",ESFJ
Kathleen Aerts,Music,"European, Musicians",ESTP
Kathleen Hanna,Music,"Alternative, Grunge, Punk, & New Wave",ENFJ
Kathrina Irene (JKT48),Music,"Asia, Musicians",INFJ
Katie Gavin,Music,"Alternative, Grunge, Punk, & New Wave",ENFJ
Katie Melua,Music,Pop & Contemporary,ISFJ
Katie White,Music,Pop & Contemporary,ESFP
KatieJane Garside,Music,Hard Rock & Heavy Metal,INFP
Katja Krasavice,Music,"European, Musicians",ESFP
Katrina Leskanich,Music,Rock,ENFJ
Katrine Stenbekk,Music,"European, Musicians",INFP
Katy Perry,Music,Pop & Contemporary,ESFP
Katy Rose,Music,Pop & Contemporary,INFJ
Katya IOWA Ivanchikova,Music,Pop & Contemporary,ENFJ
Katya Kishchuk (KATERINA),Music,"European, Musicians",ISFP
Kavinsky,Music,"European, Musicians",ISTP
Kawamura Ayano,Music,"Asia, Musicians",INTJ
Kawamura Kazuma,Music,"Asia, Musicians",INFJ
Kawanishi Takumi (JO1),Music,"Asia, Musicians",INFJ
Kawashiri Ren (JO1),Music,"Asia, Musicians",ENFJ
Kawe,Music,"Brazil, Musicians",ESFP
Kaya Conky,Music,"Brazil, Musicians",ESFP
Kayahan,Music,"Turkish, Musicians",INFP
Kayblack,Music,"Brazil, Musicians",ESFP
KayCyy,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Kaye Ballard,Music,Jazz & Blues,ENFJ
Kaytranada,Music,"Latin American, Musicians",ISFP
Kaze Fujii,Music,"Asia, Musicians",ENFP
Kazik Staszewski,Music,"European, Musicians",INTP
Kazu Makino,Music,"Asia, Musicians",ISFP
Kazuki Arai,Music,"Asia, Musicians",ESTJ
Kazuma Mitchell,Music,"Asia, Musicians",ENFJ
Kazumi Takayama,Music,"Asia, Musicians",ESFJ
Kazunari Ninomiya,Music,"Asia, Musicians",ISTP
Kazunobu Mineta,Music,"Asia, Musicians",ESTP
Kazuya Kamenashi,Music,"Asia, Musicians",ESFJ
Kazuya Ohashi,Music,"Asia, Musicians",ENFJ
Keaton Henson,Music,Indie and Other,INFP
Keemokazi,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Kehlani Parrish,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Kei Inoo,Music,"Asia, Musicians",INTP
Keiji Haino,Music,"Asia, Musicians",INFJ
Keişan,Music,"European, Musicians",ISFP
Keisha Buchanan,Music,Pop & Contemporary,ESFJ
Keith Buckley,Music,Hard Rock & Heavy Metal,ENTJ
Keith Emerson,Music,Classic Rock,INTP
Keith Flint,Music,Electronic and Experimental,ESFP
Keith Levene,Music,"Alternative, Grunge, Punk, & New Wave",INTP
Keith Moon,Music,Classic Rock,ESFP
Keith Morris,Music,"Alternative, Grunge, Punk, & New Wave",ENTP
Keith Richards,Music,Classic Rock,ISTP
Keith Urban,Music,Country & Folk,ESFJ
Keito Okamoto,Music,"Asia, Musicians",ISFJ
Kekra,Music,"European, Musicians",ISTP
Kele Okereke,Music,"Alternative, Grunge, Punk, & New Wave",INFJ
Kelela,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Kelis,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Kelli Ali,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Kelli Mayo,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Kellie Pickler,Music,Country & Folk,ESFP
Kellin Quinn,Music,Hard Rock & Heavy Metal,ISFP
Kelly Clarkson,Music,Pop & Contemporary,ENFP
Kelly Key,Music,"Brazil, Musicians",ESFJ
Kelly Moran,Music,Electronic and Experimental,INTP
Kelly Nickels,Music,Hard Rock & Heavy Metal,ENTP
Kelsea Ballerini,Music,Country & Folk,ESFP
Kelsey Ballerini,Music,Country & Folk,ESFP
Kelsey Lu,Music,Pop & Contemporary,ISFP
Ken Andrews,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Ken Carson,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Ken Hirai,Music,"Asia, Musicians",INFP
Ken Yokoyama “Crazy Ken”,Music,"Asia, Musicians",ENFJ
Ken-Y,Music,"Latin American, Musicians",ESFJ
Kenan Doğulu,Music,"World, Musicians",ESFP
Kendall Schmidt,Music,Pop & Contemporary,ESTP
Kendji Girac,Music,"European, Musicians",ISFP
Kendrick Lamar,Music,"Hip Hop, Rap, Soul & R&B",INFJ
Kenia Os,Music,"Latin American, Musicians",ESFP
Kenichi Maeyamada (Hyadain),Music,"Asia, Musicians",ENFP
Kenji Ohtsuki,Music,"Asia, Musicians",ENFP
Kenji Ozawa,Music,"Asia, Musicians",INTP
Kenneth La'ron (KennyHoopla),Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Kenny Beats,Music,Music Producers & Engineers,ENFJ
Kenny G,Music,Jazz & Blues,ESFJ
Kenny Hickey,Music,Hard Rock & Heavy Metal,ESTP
Kenny Khoo (Qiu FengZe),Music,"Asia, Musicians",ISTJ
Kenny Loggins,Music,Rock,ENFJ
Kenshi Yonezu (Hachi),Music,"Asia, Musicians",INFP
Kento Nakajima,Music,"Asia, Musicians",ENFJ
Kento Senga,Music,"Asia, Musicians",ISFP
Keri Hilson,Music,"Hip Hop, Rap, Soul & R&B",ENFJ
Kerim Çaplı,Music,"Turkish, Musicians",INTP
Kerli,Music,"European, Musicians",ENFP
Kerry Katona,Music,Pop & Contemporary,ESFJ
Kerry King,Music,Hard Rock & Heavy Metal,ESTP
Kery james,Music,"European, Musicians",INFJ
Kesha,Music,Pop & Contemporary,ENFP
Keshi (Casey Luong),Music,"Hip Hop, Rap, Soul & R&B",ISFP
